targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,includedCovariateConceptIds
1772699,1772698,1771054,915800;915801;937575;937612;1589505;2718682;2718683;2721260;19123248;21602359;21602471;21602472;21602496;40001198;43012754;43020952;44025740;44045535;44045536;44050232;44060436;44073214;44082723;44086126;44097167;44101836;44121637;44123197;44127810;44786565;44786600,
